seed	co-occurence	time span	freq	total token timespan
duh	osrčje	not-available	9	14484352
duhati	upanje	not-available	7	14484352
umazan	biti	not-available	353	14484352
umazan	in	not-available	661	14484352
umazan	strgan	not-available	16	14484352
oster	zoper	not-available	9	14484352
oster	francoz	not-available	5	14484352
oster	preskrbeti	not-available	4	14484352
duh	kak	not-available	102	14484352
duh	obsedeti	not-available	21	14484352
dišeč	zelenka	not-available	6	14484352
dišeč	liti	not-available	8	14484352
dišeč	starina	not-available	7	14484352
duh	skos	not-available	5	14484352
duh	pristava	not-available	6	14484352
duhati	med	not-available	17	14484352
vonjati	potresti	not-available	6	14484352
prijeten	ob	not-available	60	14484352
prijeten	ura	not-available	21	14484352
oster	janez	not-available	15	14484352
oster	močen	not-available	19	14484352
strupen	pred	not-available	13	14484352
strupen	kača	not-available	87	14484352
strupen	kateri	not-available	37	14484352
strupen	ti	not-available	15	14484352
gnil	biti	not-available	70	14484352
vonjati	oda	not-available	12	14484352
vonjati	smreka	not-available	8	14484352
vonjati	in	not-available	40	14484352
vonjati	vriskati	not-available	4	14484352
oster	kjer	not-available	20	14484352
oster	sicer	not-available	28	14484352
oster	zima	not-available	62	14484352
prijeten	preveč	not-available	22	14484352
prijeten	po	not-available	204	14484352
prijeten	cesta	not-available	17	14484352
duh	trojica	not-available	7	14484352
prijeten	mimo	not-available	10	14484352
strupen	dalja	not-available	6	14484352
strupen	nega	not-available	6	14484352
prijeten	peti	not-available	11	14484352
zavdajati	vas	not-available	4	14484352
zavdajati	da	not-available	4	14484352
zavdajati	otrok	not-available	4	14484352
umazan	delavnik	not-available	5	14484352
duhati	ogenj	not-available	7	14484352
oster	upati	not-available	4	14484352
oster	tujec	not-available	7	14484352
duhati	znati	not-available	13	14484352
duhati	nesti	not-available	6	14484352
duhati	dozdevanje	not-available	5	14484352
duh	slovesen	not-available	10	14484352
duh	prav	not-available	21	14484352
prijeten	mesec	not-available	6	14484352
prijeten	se	not-available	745	14484352
oster	uren	not-available	10	14484352
vonjati	zrak	not-available	7	14484352
vonjati	smolnat	not-available	6	14484352
duh	no	not-available	10	14484352
duh	golob	not-available	6	14484352
umazan	ves	not-available	81	14484352
umazan	potrt	not-available	7	14484352
prijeten	oni	not-available	28	14484352
duh	sovražen	not-available	11	14484352
duh	naj	not-available	50	14484352
duh	spremljati	not-available	5	14484352
duh	potem	not-available	21	14484352
opojen	blagodišeč	not-available	8	14484352
prijeten	lahek	not-available	80	14484352
duhati	nebeški	not-available	16	14484352
oster	večkrat	not-available	22	14484352
oster	zapreti	not-available	11	14484352
oster	ob	not-available	40	14484352
ogaben	plavolas	not-available	4	14484352
ogaben	obraz	not-available	6	14484352
prijeten	ko	not-available	155	14484352
dišati	ki	not-available	134	14484352
dišati	ne	not-available	241	14484352
dišati	nič	not-available	35	14484352
vzduh	jesti	not-available	325	14484352
vzduh	biti	not-available	158	14484352
vzduh	čist	not-available	23	14484352
vzduh	in	not-available	176	14484352
duh	očetov	not-available	16	14484352
duh	srd	not-available	4	14484352
smrdeti	kadar	not-available	6	14484352
smrdeti	gnojišče	not-available	6	14484352
smrdeti	zelo	not-available	15	14484352
duhati	ves	not-available	84	14484352
duhati	človek	not-available	36	14484352
duhati	njegov	not-available	106	14484352
duhati	tudi	not-available	120	14484352
prijeten	grozd	not-available	4	14484352
duh	srce	not-available	80	14484352
oster	galjot	not-available	8	14484352
oster	misel	not-available	15	14484352
oster	prebosti	not-available	8	14484352
duhati	pripomoč	not-available	6	14484352
vonj	se	not-available	106	14484352
vonj	razširiti	not-available	13	14484352
vonj	po	not-available	153	14484352
duhati	resnica	not-available	5	14484352
duhati	ob	not-available	16	14484352
prijeten	zdaj	not-available	59	14484352
prijeten	čas	not-available	89	14484352
strupen	gledati	not-available	16	14484352
dišava	sladek	not-available	27	14484352
dišava	gavtroža	not-available	4	14484352
smrad	lesen	not-available	4	14484352
smrad	stena	not-available	9	14484352
duh	naseliti	not-available	8	14484352
duh	zdražba	not-available	8	14484352
oster	palica	not-available	7	14484352
dišati	izba	not-available	17	14484352
oster	glava	not-available	31	14484352
duh	žalost	not-available	6	14484352
smrdeti	jesti	not-available	58	14484352
smrdeti	ta	not-available	26	14484352
oster	reči	not-available	34	14484352
oster	mlinarica	not-available	8	14484352
oster	razžaljen	not-available	6	14484352
dišati	suh	not-available	6	14484352
dišati	ozračje	not-available	4	14484352
dišati	noben	not-available	19	14484352
dišati	cvet	not-available	27	14484352
prijeten	zdeti	not-available	82	14484352
oster	let	not-available	17	14484352
duhati	učiti	not-available	18	14484352
prijeten	moči	not-available	18	14484352
vzduh	ves	not-available	20	14484352
vzduh	težek	not-available	97	14484352
dišati	morala	not-available	6	14484352
prijeten	beseda	not-available	34	14484352
